-15,35
-39,35
-24,-120
-35,107
-12,-89
-33,84
-33,-40
-6,-142
-76,-35
-4,-121
-47,-39
56,-26
-122,138
35,16
92,-55
-31,-62
-21,-110
-52,-9
59,-11
7,-81
43,22
51,-63
-90,-71
7,-44
-3,-126
-63,-53
-23,-136
-52,99
-42,73
-12,-143
-43,54
-148,131
-63,40
-34,87
-55,-130
94,-114
14,-9
-62,-94
102,-116
47,-29
-16,65
-61,54
110,-143
-10,106
-95,-46
-49,-132
-61,-103
26,24
-53,-6
-92,80
-87,-82
-95,-72
-9,-87
4,-110
-30,64
-24,43
2,-28
20,-103
-35,41
109,-70
13,-131
-76,-109
-38,-27
-71,-22
-93,-111
-146,138
21,-104
-22,-51
114,-142
10,-41
108,-101
3,7
-81,72
-54,118
-4,83
10,-122
2,-30
-37,34
-13,-8
-116,115
-104,137
-46,-105
-87,-71
-42,-91
-139,-99
-41,-30
31,-135
29,-101
23,-13
-58,-148
-41,79
128,-69
19,-135
4,-149
-62,101
-54,-140
-88,-82
-33,64
37,47
-83,-65
-51,-57
-114,-90
96,-145
-37,-59
-128,-91
-89,-85
61,-69
16,-80
50,-65
71,-21
52,-71
23,-41
-43,36
-58,39
42,8
-73,99
-28,-111
4,-33
107,-145
37,-128
86,-141
-89,-71
5,-54
-56,130
-74,-84
-69,75
-144,123
-46,-49
99,-72
-87,-119
73,-147
60,-82
-86,-110
-128,126
25,-86
30,-69
-105,-145
-71,-148
40,-74
19,-94
-94,93
-9,33
-148,145
-7,-116
64,-98
-67,136
-108,105
-36,-126
24,38
33,-132
28,20
-143,149
-19,102
-86,89
-55,149
-25,-122
96,-50
51,-7
-57,-50
88,-130
93,-37
19,-44
-18,-124
-17,-43
-24,-93
-44,-89
84,-129
-67,142
110,-90
-10,-115
17,-65
30,-78
3,-68
-59,32
-102,96
-95,130
21,-148
-33,-86
-56,67
22,-60
58,-113
47,-130
-49,-34
-117,-94
65,-60
123,-77
-70,-107
130,-80
52,-68
-12,84
7,66
89,-100
-126,-103
89,-58
-34,-31
10,-31
-102,-80
9,-53
-75,96
-108,111
-1,-45
-126,143
-140,134
56,-85
-88,-100
59,-63
49,-43
-48,-125
20,-40
104,-143
-57,-81
55,-19
-12,26
52,-33
-38,123
7,2
-69,95
-26,33
-64,122
-82,-29
-63,-74
-29,71
55,-100
-37,125
-46,104
-26,-106
118,-92
-57,130
-90,-87
-8,1
-51,-22
-20,-34
8,-84
-129,-98
-105,125
70,-108
-31,91
79,-97
-62,43
41,-12
77,-115
-143,135
-101,129
-7,63
-74,138
-49,-3
-30,-54
-17,107
-92,146
-86,-80
-24,96
16,4
41,-54
-11,19
1,-35
-133,-90
-2,59
-28,-113
-59,-78
16,1
-61,-32
-17,-70
-56,-93
23,-54
-65,-120
98,-56
125,-128
-45,-79
41,-8
57,5
10,-61
39,22
-51,79
-71,-149
22,-125
97,-147
-90,108
-33,-75
89,-57
-47,-95
-92,132
37,-16
-85,-97
-54,-137
-58,76
24,-41
-40,38
20,53
-97,123
109,-59
-80,76
126,-136
-97,-116
9,-146
46,-109
-76,-119
104,-107
-65,-66
77,-122
83,-127
56,-63
-59,-119
-26,28
-41,-89
-33,-150
-115,123
-115,98
22,-43
-4,-20
96,-129
41,-4
-103,-80
-99,-85
40,-23
53,-138
-97,-140
36,-27
-65,-53
9,-114
-90,-111
95,-75
-4,-136
-73,-95
-95,-52
-35,-114
-65,143
-42,62
-58,90
3,-148
-39,147
-37,126
28,-87
7,14
-94,138
-22,107
-110,69
87,-89
-67,130
-94,-107
-103,-98
-36,-93
36,-109
-47,-7
-53,-133
67,-31
-41,-121
-7,20
-19,81
-27,79
-116,70
73,-104
1,-23
-19,61
-43,-50
-72,-32
-35,-113
-19,-142
0,-51
-119,-92
-56,-15
-141,-101
-16,91
32,18
-14,99
-13,-68
47,-65
32,43
35,-124
2,-94
-15,-119
-23,-130
-107,69
122,-76
96,-139
43,-16
-25,-85
-106,71
-38,108
-65,124
-28,-43
-110,96
-103,-112
47,-121
-20,14
-69,-86
-118,-100
-63,-40
-39,-95
-69,118
-102,-31
21,21
-15,-49
47,-53
87,-117
111,-49
17,-44
84,-71
26,-37
76,-87
45,-25
-124,-96
38,-136
44,-91
-113,-89
-32,46
-24,73
-49,80
106,-60
120,-79
-110,135
73,-32
-7,-65
78,-146
-115,116
52,12
-94,103
-30,114
-18,117
-76,-33
-13,-14
-131,136
32,-120
109,-144
77,-93
-85,-49
-39,9
-93,-65
-71,99
31,-35
-8,-146
-105,-97
-62,136
-97,-98
-58,103
90,-71
45,-55
-29,76
-62,-42
-104,-145
102,-44
132,-69
-74,-107
-42,-24
-21,-91
-88,-35
-58,-61
-137,140
91,-128
-101,-148
104,-110
52,-150
20,38
-93,71
102,-83
-35,-130
-16,-142
-86,120
-105,121
26,-53
-48,-85
-126,125
-34,-89
-139,-109
-115,89
-38,12
112,-48
-52,105
-31,-74
-39,71
-48,-9
102,-43
-7,-114
10,-45
-42,-111
74,-29
-54,106
-93,-72
-82,-42
-54,121
-49,-89
32,-69
51,-72
71,-128
-87,-53
40,-100
124,-57
-10,32
51,5
-15,-50
-73,-106
-12,-25
-42,115
89,-116
-10,67
-103,114
-75,-48
9,-6
-49,-102
-88,100
-99,122
8,-124
-122,135
112,-132
14,47
36,-137
-9,-22
8,-92
100,-136
-34,-71
3,11
13,-26
11,-138
-30,4
-138,137
2,-119
13,-129
-65,46
-17,57
-89,92
-78,-47
-95,-67
62,-14
22,-23
-72,117
-79,-96
55,-141
-44,65
-12,-135
-61,134
81,-61
102,-81
26,-141
57,-110
70,-82
-3,56
-3,60
47,-90
75,-150
-25,-78
-82,-94
-53,9
-33,-68
-30,120
-90,-70
43,34
9,29
87,-71
3,-103
72,-29
-47,85
47,-85
-83,130
-19,80
-89,-111
-13,13
-27,-47
38,-118
-9,-1
-54,-142
-54,-57
-30,32
50,-147
10,25
-99,-77
-22,2
-59,-117
57,-135
-23,-51
42,-122
-134,-94
31,-44
58,-65
-143,127
-17,-33
68,-26
-21,-79
75,-115
10,-62
-25,-98
-13,46
-5,-108
-8,-108
-104,-76
-3,-5
1,0
-83,91
46,-25
7,-72
129,-54
-20,-150
-79,139
0,95
-61,-78
-19,-24
-94,-87
-67,-47
-77,-99
-42,-123
-16,-14
-119,-104
-26,-125
-11,70
116,-86
-66,-46
33,-103
-27,20
-107,99
66,-75
-109,87
-58,-116
81,-101
48,-81
-8,-35
-121,74
40,-67
36,18
23,-68
10,-87
-28,-124
-126,142
-13,49
-95,-70
56,-18
-3,-113
33,-136
-73,-110
-73,80
5,-94
-84,142
-32,72
-61,-30
-2,64
106,-65
-77,130
65,-75
16,-137
-44,-35
7,-73
21,45
83,-76
-57,66
33,8
-93,150
-83,103
-113,133
86,-39
-69,132
-149,144
74,-118
-74,-93
109,-99
-75,144
-1,31
-74,-146
-57,-76
-93,100
122,-127
-87,83
42,-40
96,-131
-25,-5
125,-81
-4,92
47,-39
37,-19
-58,129
69,-124
-75,55
54,5
11,-103
55,5
-139,143
-66,-82
64,-63
30,23
-86,-18
-46,-140
6,-75
-90,-68
-45,134
13,-110
65,-55
-98,-97
17,1
-17,-11
-73,-63
64,-82
-134,-90
-72,129
-17,105
-26,-49
-42,-90
-37,68
70,-84
-7,-149
-25,-94
-94,-108
-41,-138
107,-49
-68,-32
-91,-41
-55,114
12,40
76,-131
-11,-32
-46,67
-120,-47
-40,15
123,-68
-23,9
-66,53
-120,-150
112,-140
-60,69
19,-55
76,-23
-57,-55
-5,95
-149,120
-17,-84
29,-74
27,-118
-116,-44
-88,128
5,34
1,86
-5,44
-53,90
-35,85
110,-51
2,-93
56,-54
96,-101
-22,78
-30,57
55,-72
17,37
-20,-119
54,-85
93,-66
-81,-90
-124,-104
-116,118
-129,148
-28,-136
62,-141
36,-98
-9,-60
-139,149
-5,-103
17,-37
-66,119
-119,-84
9,34
-20,-114
-1,88
-26,-131
18,36
-67,-67
-9,28
-150,108
42,-64
13,55
-124,147
87,-116
34,-117
39,-150
80,-147
-114,-106
29,-42
55,-122
-55,-92
-71,-36
-5,107
-34,-134
-73,-124
46,-13
-125,-110
-99,-45
-109,150
-4,-54
39,-63
-105,131
-36,-127
-32,-132
-138,128
15,-88
-45,-132
-35,-140
-65,-40
31,-3
-93,-137
61,-127
-27,-11
-67,-77
-7,-7
123,-82
42,12
45,-145
15,-87
17,-3
-104,146
44,-98
-22,-71
56,-67
54,-24
-70,144
66,-146
-49,66
-115,137
47,-45
-5,-8
36,-131
-69,36
-133,149
-92,-113
33,47
-101,-85
58,-68
-24,88
51,-106
53,-2
-70,-97
57,-83
54,-28
-25,-30
-57,60
-10,4
-69,-142
-51,115
-44,-131
11,-27
-1,32
51,-14
-111,129
-44,-71
-8,35
21,-125
-19,-85
-44,-69
86,-111
14,-43
-84,124
-23,92
-77,-49
-37,-137
-20,73
82,-86
5,-106
28,-117
-66,129
-56,-90
-104,94
-58,-111
58,-59
-92,-72
55,17
-23,32
-16,-118
6,-64
-18,66
106,-82
-26,111
123,-134
-85,-41
90,-85
-82,-64
36,-111
-7,-67
-53,77
-78,77
14,-20
62,-144
49,-59
45,5
49,-31
-66,131
-73,46
33,-5
-62,-97
15,56
76,-129
105,-75
108,-54
101,-40
-66,-51
-51,94
-86,-51
-98,-101
6,-52
27,34
-24,-70
-96,-140
37,-61
56,-78
-62,131
-45,144
45,-79
-118,142
21,-149
71,-136
42,-74
-59,72
-34,-57
-26,-75
11,47
18,-60
-41,-77
-94,-53
-13,-150
79,-66
-111,144
14,23
0,-41
-126,-107
-12,-124
42,-26
60,-73
-5,24
-64,-57
98,-130
-74,-118
-6,92
-50,-83
-70,92
-25,-117
-46,-91
75,-90
-73,-21
21,-28
-81,-39
-150,144
20,47
54,-87
3,-120
-1,-109
56,-29
-19,23
-33,-73
-46,-87
-82,-36
103,-74
-37,-83
-92,116
-96,109
128,-61
9,28
4,-122
67,-142
-53,11
117,-83
-52,-67
-29,-55
52,-16
89,-92
46,-85
-46,-38
33,-12
-5,-144
50,3
-48,-89
53,-134
42,-107
-37,-2
-37,109
27,-79
-106,-41
-34,93
37,18
113,-49
-19,-94
-41,3
-79,74
-141,141
-48,-99
70,-65
22,38
-92,113
100,-107
-32,129
37,38
-67,85
17,-34
-7,47
56,-128
-31,81
-1,61
-44,61
-75,-32
-68,42
-97,-68
55,-110
-78,-109
22,-97
-7,76
-98,86
106,-39
14,-140
-5,90
53,-127
-47,93
-111,-80
88,-137
-111,-39
-112,101
-73,-45
-16,-139
28,-106
-20,6
12,52
-5,-61
-7,98
-93,-138
-20,64
-29,-113
23,18
48,-87
12,-108
-46,-62
-99,114
-3,7
82,-127
-6,-49
-34,-19
58,-4
-71,126
56,-137
61,2
-48,59
-104,-41
23,-12
49,-83
6,39
60,-8
81,-57
-129,-103
-41,-41
26,38
-10,-106
-29,-118
93,-119
-12,54
-98,139
31,33
48,-82
-54,-6
128,-58
59,-90
-42,55
10,-123
108,-103
23,24
-33,90
30,-40
109,-88
11,-76
-99,123
0,-53
-70,-95
-17,-124
11,-26
-107,73
-77,-39
-34,96
-39,108
-18,-63
31,11
97,-41
-37,-65
133,-68
-88,89
57,-145
81,-54
-107,144
-36,-22
48,6
-28,120
53,-101
47,-24
-15,-2
53,-22
23,44
-38,110
7,49
22,-54
-12,-114
-101,-72
56,24
11,-6
-32,-141
-89,-70
10,-143
-105,-91
-125,-93
-10,-19
113,-77
-32,-106
124,-82
-136,-107
-23,124
98,-128
-52,-34
-25,110
105,-144
94,-129
-146,137
-63,-88
40,-16
-23,-22
-48,61
62,-44
-142,122
2,-110
-61,-79
13,-139
24,43
105,-79
-30,-71
-91,-53
16,-42
28,-7
-35,93
31,-80
2,51
-3,-10
1,-88
7,-62
-16,-111
40,-140
-50,145
-34,99
-96,-53
113,-141
13,-31
38,-9
-52,-84
5,8
-19,-132
-104,86
-26,112
84,-106
42,-27
62,-150
-107,90
37,-37
-47,-112
71,-77
10,-4
-70,118
-59,-51
-108,115
-53,146
-74,-124
-34,-74
-112,100
99,-135
-22,7
114,-59
-29,104
102,-138
28,10
-94,-138
-37,75
-54,113
102,-77
-80,88
28,-24
-106,120
93,-88
35,-136
111,-55
-76,137
65,-146
27,17
28,-88
-60,116
-44,18
-44,92
-71,-21
-93,-55
-11,57
-72,-19
-25,-129
-52,-70
-87,-52
-5,63
-79,-150
-52,-93
-137,126
67,-65
-89,-76
51,-40
46,-122
121,-57
-37,-70
-91,-92
-89,-33
-93,135
24,50
-59,68
-16,-61
-3,-98
-16,-49
-59,105
6,22
31,-8
-66,141
9,-142
17,-70
-26,27
38,-133
-39,-124
-104,-94
-127,-88
-81,78
-63,-41
-92,93
20,-54
-63,46
-63,-32
7,-33
106,-103
-144,118
-67,-74
105,-51
-26,-38
-73,-36
-41,-46
65,-138
-54,-82
-3,-64
-76,-139
-42,95
-132,-116
-29,-85
-63,-42
37,-6
-92,145
77,-120
1,-90
-46,100
-76,-74
-34,-42
92,-80
38,36
-38,46
80,-48
-95,-63
-5,37
-55,115
-28,70
7,60
-107,87
7,-23
30,-120
-75,95
-2,-37
-36,-133
-7,71
-61,-40
-49,126
-16,-63
-55,-47
-120,129
42,-29
-47,148
-63,-145
-99,115
81,-50
42,-145
85,-96
13,38
93,-125
-140,144
77,-25
-61,-107
-13,-60
-113,-104
92,-82
18,-144
35,-2
-20,-51
36,41
-137,-99
-78,-23
-121,92
-37,-106
58,-121
-23,118
27,-40
-3,32
88,-77
-66,128
56,-105
-66,35
-89,-89
-95,-25
-56,78
-24,-14
-119,139
-69,-70
-12,56
-108,-94
-76,-48
25,-10
-59,-27
-74,93
-17,89
-114,97
-70,-124
-3,-66
-3,35
6,79
-4,-3
37,-12
-119,144
6,-72
-57,-46
30,-128
-46,102
-93,-46
-79,-26
37,-123
-60,43
-38,-91
11,35
42,-110
-97,-77
62,-11
44,-131
66,-43
47,-17
-15,-102
86,-143
64,-109
-51,88
116,-143
-44,-143
-87,140
12,19
-35,-102
-53,-16
24,-59
-44,-34
-30,-145
-64,-110
-89,71
-55,-77
0,-18
-77,116
-95,100
-111,93
-34,57
-27,15
-29,24
-33,86
56,-101
-4,-37
62,-96
-4,-32
-106,113
-64,108
-29,96
0,-125
32,45
60,-148
-78,-63
-48,65
2,3
-72,57
-32,75
-40,121
-79,112
63,-60
-104,89
-57,41
-36,-113
19,-59
-110,-98
-3,75
30,36
-17,-105
-28,-95
57,-25
56,-25
-51,13
-64,145
-80,72
6,-23
-111,-105
99,-149
-57,-24
24,7
118,-76
122,-44
-49,79
-65,-89
-29,105
-67,124
-71,-51
-13,-101
-14,-32
-57,-36
49,-46
58,-150
-64,-81
106,-104
48,-139
-92,141
-102,108
-39,114
-141,-103
101,-84
90,-76
-104,-96
-64,135
53,-17
-38,-81
2,-68
-122,-42
-84,-67
137,-61
42,-68
0,85
-131,-100
59,-16
13,-124
100,-52
-40,-24
34,-36
-71,-96
-69,58
-125,-51
-35,-147
-31,104
-16,-147
1,-110
-77,80
-76,120
-118,132
-34,-4
69,-99
5,65
47,-56
-64,-26
5,-36
50,-14
-115,-88
-18,-42
91,-150
0,-82
-55,-27
18,-70
-32,99
-28,-122
-22,-30
-115,95
-93,110
104,-114
-45,-136
21,0
123,-71
-37,51
63,-88
-8,18
-43,-99
-26,-123
-70,45
19,-136
69,-109
-94,-149
-28,76
20,-143
-96,-144
118,-58
-31,29
-27,32
-98,-86
93,-59
-125,-108
-70,-83
-125,-100
-110,-40
-93,-94
-36,119
-57,-109
30,32
-36,116
-90,-140
-42,-106
-26,-149
-112,-94
-19,-133
-104,72
-34,28
-60,135
-25,-50
59,-70
17,3
100,-130
-7,34
3,-25
-112,147
91,-130
-92,-45
63,3
20,-149
64,3
41,-98
-40,25
-137,-105
67,-21
-45,-36
-42,1
55,-55
25,52
-38,84
78,-142
-5,-48
-116,88
-109,-86
-44,51
-72,97
26,15
-98,75
-85,-138
-19,-52
27,-135
-28,-97
-46,-2
61,-121
-57,-44
-21,51
21,-86
-20,49
-49,12
88,-104
-20,68
5,-6
-118,138
-122,-104
-49,-91
-59,139
-54,114
-103,-89
63,-118
72,-53
12,-123
-17,79
-55,-29
120,-49
60,-58
-17,82
43,-105
