-91,-28
-66,14
-65,-40
-26,111
-122,34
-54,-23
-24,-17
57,64
122,-19
-85,67
-61,-39
-3,-93
-22,-62
-84,93
7,72
78,-57
136,-112
123,-147
-98,40
3,92
109,-16
-103,80
43,-43
-61,46
-42,-40
-115,17
44,-40
140,-140
20,127
107,-88
48,-82
-83,-15
3,73
-105,-6
-118,90
-121,81
4,-43
-95,14
-75,-4
0,33
41,62
107,-5
37,49
28,2
-7,36
-44,55
116,-19
2,87
-33,-25
66,85
-16,130
23,-72
-25,-25
-107,70
28,60
-71,40
82,-62
75,-99
-61,17
-115,16
-53,50
-11,38
-7,76
10,9
18,-51
34,71
43,65
-66,41
-33,-63
-86,126
-90,60
92,-110
51,-91
-84,53
-99,114
-130,8
-16,-19
45,-106
-8,62
8,-72
-3,15
17,80
-7,-24
38,44
-141,109
-61,96
-77,-42
-31,-14
96,-63
17,9
13,4
7,86
125,-17
40,81
-40,62
7,-40
-92,93
132,-132
-69,-32
-105,59
-6,-36
-96,-9
105,-17
27,-6
-97,107
71,-107
-60,-22
-109,96
-109,82
-125,36
90,7
42,60
60,41
11,60
74,-34
-72,5
-113,93
-30,55
12,123
129,-87
46,47
74,-115
-110,-27
-28,57
8,87
38,-9
-77,70
-109,98
11,48
-18,41
20,78
5,-22
-80,99
-91,-3
-111,99
-34,113
-79,73
115,-9
-52,-27
-66,107
-9,44
-87,-10
-66,122
43,41
-68,129
-47,106
108,-39
-7,32
-96,54
62,75
-77,-15
65,65
-7,-88
82,83
28,124
58,54
39,-118
-24,-42
64,63
-119,-28
-65,8
-21,-67
-36,-1
-134,119
-123,7
-36,83
-39,77
-131,101
142,-118
11,131
11,93
-37,18
53,-36
-83,57
-118,77
70,-59
-11,37
-109,-2
-143,113
9,53
58,32
41,81
49,68
54,-97
30,-5
-65,34
31,72
54,-32
23,-10
-117,-4
-40,-43
-79,101
43,45
22,101
67,73
26,102
-114,-39
11,49
-91,57
-5,-13
-111,-7
111,-42
78,-62
11,-71
-32,114
-92,-8
47,-68
-17,31
20,25
10,20
-23,-5
45,99
-4,25
74,-45
-32,103
-27,-31
-29,-23
-23,-65
-110,41
-4,106
-94,62
56,95
-120,-29
-42,100
56,-72
-13,121
64,-62
90,-32
115,-14
120,-87
-58,-32
95,-112
-53,108
-98,27
-33,-61
-18,126
70,65
-34,88
0,23
-54,57
-91,31
-99,28
-53,42
-19,-78
65,-40
4,128
102,-95
5,-55
-69,-13
-51,41
-45,-49
42,120
43,-9
23,-43
-79,-20
-76,102
104,-102
-10,55
2,93
8,37
14,134
134,-115
6,8
131,-94
44,96
70,-50
-56,-25
-58,-13
-50,-35
124,-106
148,-144
52,-39
-55,65
-62,80
-12,77
-52,6
4,116
64,-32
13,71
-6,-11
-96,84
104,-27
-87,36
22,134
-114,76
23,103
-23,22
60,93
21,121
-29,24
-10,38
38,-41
-110,8
-130,16
-28,19
-97,123
38,-73
-88,10
-1,96
139,-146
-87,93
105,-85
70,79
-115,53
-99,120
-104,28
-22,118
30,97
55,-105
51,80
-103,94
-65,9
-7,-74
-18,37
-32,38
-69,44
76,-98
-33,129
13,11
-6,-8
22,-30
107,-28
9,-85
-122,4
70,-46
91,-117
-77,32
3,-23
69,-93
-9,-53
-41,107
-78,-30
-83,28
-9,119
-66,-15
-59,30
-64,13
-67,71
-86,39
7,-1
42,-97
82,-67
24,-38
34,41
14,-86
-50,-29
14,13
-45,51
52,-77
-62,126
72,-82
32,64
55,30
106,-21
-94,19
54,-56
-51,-35
-68,120
5,-16
